artist,title,id,H_or_N,cluster
T-Pain,Bartender (feat. Akon),spotify:track:1RGIjMFMgJxkZHMDXVYzOJ,N,2
Baby Boy Da Prince,The Way I Live - Main Explicit,spotify:track:68Zq7PMcPIQE8ol1x3gAqw,N,1
Fergie,Fergalicious,spotify:track:1D066zixBwqFYqBhKgdPzp,N,1
Omarion,Ice Box,spotify:track:55rYS9Jv66HKukCHFjoxbY,N,2
Pretty Ricky,On the Hotline - Amended Version,spotify:track:1zyqZONW985Cs4osz9wlsu,N,2
Nickelback,Rockstar,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,N,0
Fall Out Boy,Thnks fr th Mmrs,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,N,2
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),spotify:track:5iyE2d4U3Vc5cqY9mPTlpy,N,4
All Time Low,"Dear Maria, Count Me In",spotify:track:0JJP0IS4w0fJx01EcrfkDe,N,0
Amy Winehouse,Back To Black,spotify:track:3FAclTFfvUuQYnEsptbK8w,N,5
Keyshia Cole,Let It Go,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,N,1
Ciara,Promise,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,N,2
Enrique Iglesias,Do You Know? (The Ping Pong Song),spotify:track:0JfAMd3xTqm7ZYhBmQjYzt,N,2
T2,Heartbroken - Edit,spotify:track:60bbiP93CSxmLibuwvxay9,N,4
Robyn,With Every Heartbeat,spotify:track:53SqGkNJAYLss9AgbduTqQ,N,4
Maroon 5,Makes Me Wonder,spotify:track:5WmlgXbHgTiiBgs42kRF6l,N,2
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",spotify:track:1oagRT7LfpVlNJN6FSZDGp,N,2
Paramore,Misery Business,spotify:track:3CFIo5d0MJM4xergOijeYD,N,5
Hinder,Better Than Me,spotify:track:10fddGyyeUquZZ2uPTjD7P,N,4
Huey,"Pop, Lock & Drop It - Video Edit",spotify:track:6DbqCKweKwVkHgRv1CI53D,N,1
Foo Fighters,The Pretender,spotify:track:7x8dCjCr0x6x2lXKujYD34,N,2
Plies,Shawty (feat. T Pain),spotify:track:0mYoKqA23wUUj7BTEgNzjg,N,4
Kaiser Chiefs,Ruby,spotify:track:2fAIfPLrPUTW1AmJRR428Q,N,4
Mark Ronson,Stop Me (feat. Daniel Merriweather),spotify:track:6kopmMZiyLmw7h66uXcXR7,N,4
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),spotify:track:3LGeYNY9aWQuBJovOOowqm,N,1
Jim Jones,We Fly High,spotify:track:42iB9FGhrqTXFQtE2Mypxl,N,1
The Red Jumpsuit Apparatus,Face Down,spotify:track:4wzjNqjKAKDU82e8uMhzmr,N,2
MIKA,Grace Kelly,spotify:track:7dzUZec5MnWMyQnk5klnKR,N,4
Christina Aguilera,Candyman,spotify:track:56i8mVtIRg9A45IBLfV5Ao,N,1
Sean Kingston,Beautiful Girls,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,N,4
Akon,Don't Matter,spotify:track:7I6DceMT3utDOHjcYCbrr4,N,4
James Blunt,1973,spotify:track:1BV0m40U0M4t1SLIsDnwZl,N,2
Carrie Underwood,Before He Cheats,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,N,2
Just Jack,Starz In Their Eyes,spotify:track:3XClLzrEPTpHHKOhzhifzz,N,0
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),spotify:track:1tkMs9wDPknQ3ZHcKDw1ES,N,4
Bone Thugs-N-Harmony,I Tried,spotify:track:2elA6JLRaQ6iB7hxiuTKN4,N,4
Avril Lavigne,When You're Gone,spotify:track:3fcOPNiuzOsjwaguaxrAon,N,4
Rich Boy,Throw Some D's,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,N,1
MIKA,Love Today,spotify:track:6ZBJFWDYJSTQg54eDsqnkJ,N,2
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),spotify:track:37pFLuNVnAJQL9ysRoKTdy,N,0
Elliott Yamin,Wait for You,spotify:track:0U969xYNlAyfzi8P1TaO7u,N,4
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",spotify:track:4liGjmhCupa7RP9JaQELYx,N,4
Boys Like Girls,The Great Escape,spotify:track:56Tl3UgyZTqfZtvFNS31wm,N,4
Take That,Rule The World - Radio Edit,spotify:track:2f2dRxjiUOoV5qhZFbnVO6,N,4
J. Holiday,Bed,spotify:track:3nJjIYchBNkYm7B8XfJf5N,N,5
Red Hot Chili Peppers,Snow (Hey Oh),spotify:track:2aibwv5hGXSgw7Yru8IYTO,N,2
Ludacris,Runaway Love,spotify:track:3QnEp4rluCxUwgpXT43jmC,N,1
Flo Rida,Low (feat. T-Pain),spotify:track:0CAfXk7DXMnon4gLudAp7J,N,2
Katy Perry,I Kissed A Girl,spotify:track:005lwxGU1tms6HGELIcUv9,N,2
Rihanna,Take A Bow,spotify:track:3goSVuTt3fDYDP6kRnFwuL,N,5
Alicia Keys,No One,spotify:track:0mZ5GyrHG908lqrHaTw4hi,N,4
Timbaland,Apologize,spotify:track:6q3zC9dDD4lUNk8nfUztXy,N,2
Ne-Yo,Miss Independent,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,N,4
Chris Brown,With You,spotify:track:5Lgcn7u07bHuqbOtXkN62u,N,4
Beyoncé,If I Were a Boy,spotify:track:26NX1wPt1TRCH536yocd6i,N,2
Kardinal Offishall,Dangerous,spotify:track:4NOZ35Dhucr6UlVyLOtktd,N,2
Madcon,Beggin (original version),spotify:track:4YeKAwFn69ehnciOfi7Sbf,N,4
September,Cry for You,spotify:track:1mvZErZBp7WZT3HfGBykao,N,2
Rihanna,Disturbia,spotify:track:2VOomzT6VavJOGBeySqaMc,N,2
Guru Josh Project,Infinity 2008,spotify:track:3aQz0z86zrKjd1mcZlonxE,N,0
Britney Spears,Break the Ice,spotify:track:52K4Nl7eVNqUpUeJeWJlwT,N,2
Lil Wayne,Lollipop,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,N,4
Basshunter,Now You're Gone - Video Edit,spotify:track:5Nr1ZcH9PGTiQdGl9HCCS1,N,1
Kanye West,Flashing Lights,spotify:track:5TRPicyLGbAF2LGBFbHGvO,N,0
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),spotify:track:1dDNz8h95Gsu0W4QdxVVln,N,4
Katy Perry,Hot N Cold,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,N,2
Rihanna,Don't Stop The Music,spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn,N,2
Snoop Dogg,Sensual Seduction,spotify:track:1wva1IlWLDNLgwipUWcmjy,N,2
Akon,Right Now (Na Na Na),spotify:track:5Ravsw8TmHN5wBiYPPYUFw,N,0
Britney Spears,Womanizer,spotify:track:4fixebDZAVToLbUCuEloa2,N,2
Eric Prydz,Pjanoo - Radio Edit,spotify:track:2Wjn9HdMtmqADLMWMeuXEF,N,3
Kelly Rowland,Work,spotify:track:6rbhWExtuchhpLC5fHnB8n,N,2
Jeezy,Put On,spotify:track:3OePAyHePd68TTKmy2hjq0,N,2
Madonna,Give It 2 Me,spotify:track:6G7d2cbkZSaAOE0H6K1ohb,N,2
The Pussycat Dolls,When I Grow Up,spotify:track:21pySLskKIKrhDziCX5ojQ,N,0
will.i.am,Heartbreaker,spotify:track:36ct7KIIhHYIhS8hSCF5Qj,N,2
Soulja Boy,Crank That (Soulja Boy),spotify:track:66TRwr5uJwPt15mfFkzhbi,N,4
Britney Spears,Piece of Me,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,N,2
T.I.,Live Your Life,spotify:track:3jlbL2OTD5YmIunYzgQTAN,N,0
Ne-Yo,Closer,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,N,4
Lil Wayne,A Milli,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,N,1
Colby O'Donis,What You Got,spotify:track:3MldzywZOH4Uci6bq9noyJ,N,4
Miley Cyrus,See You Again,spotify:track:3pRURfm0THUY3G4YBOLtrC,N,2
Basshunter,All I Ever Wanted - Radio Edit,spotify:track:2PTvik6EqPAIYOclAB3SU8,N,4
Chris Brown,Kiss Kiss (feat. T-Pain),spotify:track:3wKKkGVn7cVSfgPeYYIiXG,N,2
Finger Eleven,Paralyzer,spotify:track:06oFkihdWaUvtEnzpEIaM6,N,2
Alesha Dixon,The Boy Does Nothing,spotify:track:3XCezj8BPm1xGH3qS6SruW,N,4
Dizzee Rascal,Dance Wiv Me - Radio Edit,spotify:track:6pTg4H8juKV9iSzrcVUbM3,N,2
Gabriella Cilmi,Sweet About Me,spotify:track:0aeWFHCKwVoavQdpduyB1Q,N,2
Jack White,Another Way to Die,spotify:track:01bMpqmvH031R417l3AQTA,N,4
Plies,Hypnotized (feat. Akon),spotify:track:3LN41NUdHkyNqQhi9gExMm,N,2
The Pussycat Dolls,I Hate This Part,spotify:track:3tSuRiNgJmMqmYR23dCqnR,N,4
Sean Kingston,Take You There,spotify:track:6AdLyvisRKHLAwARaZMGr6,N,4
Natasha Bedingfield,Pocketful of Sunshine,spotify:track:3U5JVgI2x4rDyHGObzJfNf,N,4
The Offspring,"You're Gonna Go Far, Kid",spotify:track:6TfBA04WJ3X1d1wXhaCFVT,N,4
Kanye West,Homecoming,spotify:track:4iz9lGMjU1lXS51oPmUmTe,N,4
Estelle,American Boy,spotify:track:1o8ppmUhxi6d5qZF1NKIub,N,0
Saving Abel,Addicted,spotify:track:7s9HTbqTCeGCDIZ4s54oJY,N,0
Pendulum,Propane Nightmares,spotify:track:6tC2iHfUlzB2W4ntXXL2BH,N,0
The Game,My Life,spotify:track:3TVqRXUeqGdghlJLWgXtAu,N,1
Danity Kane,Damaged,spotify:track:4yHFxB8kzzeuNvoouR8N0N,N,2
P!nk,So What,spotify:track:0JiY190vktuhSGN6aqJdrt,N,2
Kanye West,Love Lockdown,spotify:track:1kxeWHF9PrCVZHvVskv8lg,N,3
Gym Class Heroes,Cookie Jar (feat. The-Dream),spotify:track:3RDcUlLGp3SLp2AmUbUbls,N,0
M.I.A.,Paper Planes,spotify:track:1ixbwbeBi5ufN4noUKmW5a,N,0
3 Doors Down,It's Not My Time,spotify:track:0uybt73QFXaLCoxuVf6fhm,N,4
Kylie Minogue,Wow,spotify:track:03iHEpOK1f9Qt5OHxUFGqL,N,0
Mariah Carey,Touch My Body,spotify:track:2aEuXA1KswHlCGPOuPmCOW,N,4
MGMT,Kids,spotify:track:1jJci4qxiYcOHhQR247rEU,N,0
The Ting Tings,Shut Up and Let Me Go,spotify:track:25ofHcUSTEhqHuqtEob1Og,N,2
Lil Wayne,Got Money,spotify:track:46lIt6GmL0VkkbuUyGDbCs,N,0
Santana,Into the Night (feat. Chad Kroeger),spotify:track:7ptdX6yHWePemlp0TuOhK5,N,2
The-Dream,I Luv Your Girl,spotify:track:3wkNK8tJZ2stygNJm8RCRD,N,5
Wiley,Wearing My Rolex - Radio Edit,spotify:track:5liQj4sVRmEEESvvcb64o8,N,4
Usher,Love in This Club (feat. Young Jeezy),spotify:track:5j0McHPthKpOXRr3fBq8M0,N,4
Sam Sparro,Black & Gold - Radio Edit,spotify:track:3V45D1XTTyVZFN3liYuik6,N,4
"H ""two"" O",What's It Gonna Be (feat. Platnum),spotify:track:2xUjNGHjJOBcpTf7dYx4EY,N,2
The Ting Tings,That's Not My Name,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS,N,0
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",spotify:track:0exb0K7vsjf5bXWLJJhAuF,N,0
James Morrison,Broken Strings,spotify:track:0tp2cUnCAcsR6xL5kw9HKu,N,4
Leona Lewis,Run,spotify:track:78pn8k7RogKo2oxl0DyX6d,N,2
Metro Station,Shake It,spotify:track:5619Ojc6t9evEEs3B7Drhe,N,0
T.I.,Whatever You Like,spotify:track:1IAzD1muglOxOcPbUHs70R,N,2
Trey Songz,Can't Help but Wait,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,N,2
OneRepublic,Stop And Stare,spotify:track:48s0QHJgmiNsth3WEO6U4M,N,4
Alexandra Burke,Hallelujah,spotify:track:5IaR621NoOM6i5KTcuNRHM,N,5
Mary J. Blige,Just Fine,spotify:track:33vzOPcd9FRirYGlCu32x4,N,2
Jordin Sparks,One Step At a Time,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF,N,4
Coldplay,Viva La Vida,spotify:track:4Y9lVjRD82aJOQ2v13UIoF,N,0
Kings of Leon,Sex on Fire,spotify:track:0ntQJM78wzOLVeCUAW7Y45,N,2
Kanye West,Good Life,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,N,2
Duffy,Mercy,spotify:track:78twQ5XCFJMTE37ZSU0gsj,N,4
David Archuleta,Crush,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,N,4
J. Holiday,Suffocate - Superclean,spotify:track:3nJjIYchBNkYm7B8XfJf5N,N,5
Gavin DeGraw,In Love With a Girl,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,N,0
Jordin Sparks,Tattoo,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,N,4
Coldplay,Violet Hill,spotify:track:1ZqHjApl3pfzwjweTfMi0g,N,4
Ray J,Sexy Can I feat. Yung Berg,spotify:track:1LnATvtXXioQNPeKTT4x9T,N,0
Jennifer Hudson,Spotlight,spotify:track:02QQXgeAghpU4smdM7l7We,N,2
John Legend,Green Light (feat. André 3000),spotify:track:72by3Re4C3eVEBXvsUo0zV,N,2
Jonas Brothers,Burnin' Up,spotify:track:2VEsmoek0sol9MnJFyoG9e,N,0
Lupe Fiasco,Superstar (feat. Matthew Santos),spotify:track:7dltD9eEX7X1zk8JJ9BS0e,N,1
Chris Brown,Forever,spotify:track:3NZJlJemX3mzjf56MqC5ML,N,2
Adele,Chasing Pavements,spotify:track:5hnyJvgoWiQUYZttV4wXy6,N,2
Leona Lewis,Better in Time,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,N,2
Fergie,Clumsy,spotify:track:50xeLNGKmskmYUSINhqvfa,N,4
T-Pain,Can't Believe It (feat. Lil' Wayne),spotify:track:4D2cYdHqk8tu65jUig4OcN,N,2
Black Eyed Peas,I Gotta Feeling,spotify:track:2H1047e0oMSj10dgp7p2VG,N,0
Lady Gaga,Poker Face,spotify:track:7tQPXgC9h5m7XyzSpRCYkD,N,5
Beyoncé,Halo,spotify:track:4lu6zYkghmAlCnDcgKqJcY,N,3
David Guetta,Sexy Bitch (feat. Akon),spotify:track:0uXO2GrNiIb1xHT9LUdxZE,N,2
Flo Rida,Right Round,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,N,2
Taylor Swift,Love Story,spotify:track:7aXZXWdW0mhBZxJed1PImP,N,3
Pitbull,Hotel Room Service,spotify:track:0OPyDgTRuIdCJ9B4bYSths,N,1
Britney Spears,Circus,spotify:track:7jk7gqyEonmVVYahZN5zhW,N,2
Lady Gaga,LoveGame,spotify:track:0TcJ7QWpggdSg8t0fHThHm,N,2
Skillet,Monster,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,N,2
The Prodigy,Omen,spotify:track:144adL7pGHEWRwute2wxzZ,N,0
Black Eyed Peas,Meet Me Halfway,spotify:track:6wOYnPq1hPihRepcDClPUw,N,2
Kanye West,Heartless,spotify:track:4EWCNWgDS8707fNSZ1oaA5,N,2
Kid Cudi,Day 'N' Nite (Nightmare),spotify:track:5FEXPoPnzueFJQCPRIrC3c,N,5
Lady Gaga,Just Dance,spotify:track:2x7MyWybabEz6Y6wvHuwGE,N,4
Britney Spears,If U Seek Amy,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,N,4
Pitbull,I Know You Want Me (Calle Ocho),spotify:track:13plQdOoWSSXPRUSZc5FuM,N,4
Mariah Carey,Obsessed,spotify:track:3IcIIZMMS7UArJJPtEHXG8,N,0
Beyoncé,Sweet Dreams,spotify:track:1FKxKGONukVFXWVJxAKmlz,N,4
Agnes,Release Me,spotify:track:4LiJE6pqgsTX3FtukW6bNh,N,4
Black Eyed Peas,Boom Boom Pow,spotify:track:3opVsyWVYEAFK9bJAG8Opa,N,2
Shakira,She Wolf,spotify:track:4cS2HQ6jK80vqdY9ofpztx,N,2
Lady Gaga,Paparazzi,spotify:track:7Hqig8kp32q2Ire3ECQvWM,N,2
JAY-Z,Empire State Of Mind,spotify:track:2igwFfvr1OAGX9SKDCPBwO,N,0
OneRepublic,All The Right Moves,spotify:track:5XRHGXut00SrJUFmcn2lQF,N,4
Jeremih,Birthday Sex,spotify:track:4NpDZPwSXmL0cCTaJuVrCw,N,5
Cascada,Evacuate The Dancefloor,spotify:track:360ZhWvMnyXKYFG9Mqsm89,N,4
Linkin Park,New Divide,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,N,4
Kevin Rudolf,Let It Rock,spotify:track:6TrNRd98WksT9Kkmx9uj6R,N,2
JAY-Z,Run This Town,spotify:track:7LR85XLWw2yXqKBSI5brbG,N,1
Lady Gaga,Bad Romance,spotify:track:0SiywuOBRcynK0uKGWdCnn,N,4
T.I.,Live Your Life,spotify:track:3jlbL2OTD5YmIunYzgQTAN,N,0
Eminem,We Made You,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,N,4
Dizzee Rascal,Bonkers,spotify:track:6ddQ5KCkvCggk3j6KdA0zL,N,2
Ciara,Love Sex Magic (feat. Justin Timberlake),spotify:track:7xdmTEHRbgQuLR8KpRLLnn,N,4
Rihanna,Russian Roulette,spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,N,2
Soulja Boy,Turn My Swag On,spotify:track:6ATrsVaZT7XjkCynxM8cTS,N,0
The xx,Intro,spotify:track:5VfEuwErhx6X4eaPbyBfyu,N,3
Jay Sean,Down,spotify:track:6cmm1LMvZdB5zsCwX5BjqE,N,4
Keri Hilson,Turnin Me On - Original Dirty,spotify:track:3R6dN42VdwivkZTMz03Rci,N,4
David Guetta,When Love Takes Over (feat. Kelly Rowland),spotify:track:77FULy278MulVvGWS8BfK7,N,2
Cheryl,Fight For This Love,spotify:track:18gNzobZV5YD8BhL8o3BTi,N,1
Soulja Boy,Kiss Me Thru The Phone,spotify:track:2q4rjDy9WhaN3o9MvDbO21,N,2
Eminem,Crack A Bottle,spotify:track:4dK00wCxlqWEeN8BoM1BHT,N,2
P!nk,Sober,spotify:track:733ncRLzZQT5UtSPg1QmPc,N,2
Tinchy Stryder,Number 1,spotify:track:3XV3D3uu3wEG8DltOmjwBR,N,0
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",spotify:track:5xeSDlt3eCxPsWKBhfUJTR,N,0
JLS,Beat Again - Radio Edit,spotify:track:4GF6mCFaQbdqVtfbuLW7Fe,N,2
3OH!3,DONTTRUSTME,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,N,1
A.R. Rahman,Jai Ho! (You Are My Destiny),spotify:track:7Kpqjspw4Y7HrvItIRcBiW,N,2
The Pussycat Dolls,I Hate This Part,spotify:track:3tSuRiNgJmMqmYR23dCqnR,N,4
Akon,Beautiful,spotify:track:1GLx5tpDdwEFiA7KaikvX2,N,4
Alexandra Burke,Bad Boys (feat. Flo Rida),spotify:track:0JYRNrTwUmeySRX37azvnH,N,0
Mario,Break Up,spotify:track:4UP5HP7IAnNdxD01g1lzQp,N,1
Drake,Forever,spotify:track:5UsLjwBaTHBX4ektWIr4XX,N,1
Selena Gomez & The Scene,Naturally,spotify:track:1YaVmBh7EAeR54FIjuFcb5,N,2
Kanye West,Love Lockdown,spotify:track:1kxeWHF9PrCVZHvVskv8lg,N,3
The Veronicas,Untouched,spotify:track:0KlahhzNb98zyN83Vwae0l,N,1
Fabolous,Throw It In The Bag,spotify:track:6c0GmyBsE7mQtrVvxJaWc3,N,2
Jason Derulo,Whatcha Say,spotify:track:67T6l4q3zVjC5nZZPXByU8,N,2
Lily Allen,Not Fair,spotify:track:3NHXj1DBuoxA7HL0xfQAZC,N,4
T.I.,Dead And Gone,spotify:track:7IhsLJMqdxoo7YAZjaSMru,N,0
Sean Kingston,Fire Burning,spotify:track:2oENJa1T33GJ0w8dC167G4,N,4
Empire of the Sun,Walking On A Dream,spotify:track:3HfhB8sYqLlVmpBPb7cc2x,N,2
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),spotify:track:7kMfu3KUydmrFVGEAhjtyl,N,0
Nickelback,If Today Was Your Last Day,spotify:track:4QJLKU75Rg4558f4LbDBRi,N,4
La Roux,Bulletproof,spotify:track:3kMrazSvILsgcwtidZd1Qd,N,4
Kasabian,Fire,spotify:track:0Ln5tJyLX5qusquBOtq7wf,N,2
Calvin Harris,I'm Not Alone - Radio Edit,spotify:track:07POri5O6Xu0aVZzlvOcpy,N,0
Justin Bieber,One Time,spotify:track:6eDApnV9Jdb1nYahOlbbUh,N,4
Jamie Foxx,Blame It,spotify:track:08uGhvS5MfBk7crUCpnjva,N,2
La Roux,In For The Kill,spotify:track:6yRraj2ghJiIcVbQ6Vb59Q,N,2
Muse,Uprising,spotify:track:4VqPOruhp5EdPBeR92t6lQ,N,4
Nickelback,Gotta Be Somebody,spotify:track:06T10fEzN8ZCcqzQZYA184,N,4
James Morrison,Broken Strings,spotify:track:0tp2cUnCAcsR6xL5kw9HKu,N,4
T.I.,Whatever You Like,spotify:track:1IAzD1muglOxOcPbUHs70R,N,2
Dizzee Rascal,Holiday,spotify:track:7rQEsMAmRB4KaXhx3xJM13,N,4
Beyoncé,Single Ladies (Put a Ring on It),spotify:track:2ZBNclC5wm4GtiWaeh0DMx,N,1
Boys Like Girls,Love Drunk,spotify:track:20X9OeC606XNwEtDBOym5u,N,2
The-Dream,Rockin' That Shit,spotify:track:3RBGG1be9aBaSvjnw6ABkh,N,2
OneRepublic,Secrets,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,N,4
JLS,Everybody in Love,spotify:track:5I9sHwLDX28tLtzVgKLtpr,N,5
Jason Aldean,Big Green Tractor,spotify:track:0Ajm7DFmbGEURySKm7G2jf,N,5
The Fray,Never Say Never,spotify:track:57uX2vR9j9DNiANDYfXw1i,N,5
Lily Allen,The Fear,spotify:track:7bW6MqAdTclmHVHAOkIyPS,N,2
Kings of Leon,Sex on Fire,spotify:track:0ntQJM78wzOLVeCUAW7Y45,N,2
Drake,Best I Ever Had,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,N,1
Kelly Clarkson,Already Gone,spotify:track:4fq2YUONcgrCJ2SPndSeKC,N,2
Miley Cyrus,Party In The U.S.A.,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,N,2
Jordin Sparks,Battlefield,spotify:track:1Nme6K1PYAh7p7uygyuRdf,N,4
Ne-Yo,Mad,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,N,4
Green Day,21 Guns,spotify:track:64yrDBpcdwEdNY9loyEGbX,N,0
Keri Hilson,Knock You Down,spotify:track:58FUwmyGUqkt53YPUcm7cJ,N,2
Taylor Swift,You Belong With Me,spotify:track:1qrpoAMXodY6895hGKoUpA,N,2
Shinedown,Second Chance,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,N,4
Asher Roth,I Love College,spotify:track:1akgiRM3mN2nxu2AX6ACCW,N,0
Katy Perry,Waking Up In Vegas,spotify:track:6fvxos1qSHrIgOkKw4dhWS,N,4
Kelly Clarkson,My Life Would Suck Without You,spotify:track:4Dm32oO01YpIubCHaAtKkN,N,2
Mumford & Sons,Little Lion Man,spotify:track:4B4vB3oB8csotplfoQcAd6,N,4
The Fray,You Found Me,spotify:track:4IoYz8XqqdowINzfRrFnhi,N,2
Bruno Mars,Just the Way You Are,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,N,4
Eminem,Love The Way You Lie,spotify:track:4aPRuTsiG7B4owTTF8Dm3U,N,2
Lady Gaga,Bad Romance,spotify:track:0SiywuOBRcynK0uKGWdCnn,N,4
Stromae,Alors on danse - Radio Edit,spotify:track:2GYHyAoLWpkxLVa4oYTVko,N,4
Kesha,TiK ToK,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,N,4
David Guetta,Memories (feat. Kid Cudi),spotify:track:4dTaAiV9xFFCxnPur9c9yL,N,1
Taio Cruz,Dynamite,spotify:track:1DqdF42leyFIzqNDv9CjId,N,4
Rihanna,Only Girl (In The World),spotify:track:2ENexcMEMsYk0rVJigVD3i,N,2
Katy Perry,California Gurls,spotify:track:6KOEK6SeCEZOQkLj5M1PxH,N,4
Kesha,Take It Off,spotify:track:7zp9FOU4cjFdGN1zdWTvcB,N,1
INNA,Hot - Play & Win Radio Version,spotify:track:5ojIL91nfnWExoXSCkvJ9E,N,1
Far East Movement,Like A G6,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,N,1
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),spotify:track:6FbGlkHKGkYqpSCuBgurn3,N,2
Duck Sauce,Barbra Streisand - Radio Edit,spotify:track:6HkmOvGpoYrJ1BdppBNp2t,N,1
Lucenzo,Danza Kuduro (feat. Don Omar),spotify:track:2a1o6ZejUi8U3wzzOtCOYw,N,4
Rihanna,Te Amo,spotify:track:4YYHgF9dWyVSor0GtrBzdf,N,2
Timbaland,Carry Out (Featuring Justin Timberlake),spotify:track:2DHc2e5bBn4UzY0ENVFrUl,N,2
DJ Fresh,Gold Dust - Radio Edit,spotify:track:2rCM9E5gZK2YRiIClGsGpu,N,4
Edward Maya,Stereo Love - Radio Edit,spotify:track:1aklRy3btsbucImSXvR2SY,N,2
Taio Cruz,Break Your Heart,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,N,2
Black Eyed Peas,Imma Be,spotify:track:0oJMv049q8hEkes9w0L1J4,N,1
Sidney Samson,Riverside,spotify:track:1II1g6PBUuTQBdMnFwXryk,N,3
Eminem,Not Afraid,spotify:track:7Ie9W94M7OjPoZVV216Xus,N,1
Lady Gaga,Alejandro,spotify:track:4lwavw59UjXUPJZtKNdFYp,N,2
Rihanna,Rude Boy,spotify:track:60jzFy6Nn4M0iD1d94oteF,N,2
Ne-Yo,Beautiful Monster,spotify:track:2Q99zPXVqCPN5RaZawvJWZ,N,4
3OH!3,Starstrukk,spotify:track:1hBM2D1ULT3aeKuddSwPsK,N,2
Black Eyed Peas,The Time (Dirty Bit),spotify:track:7vWFaMq63AwkFDhS2OAg5u,N,0
Kelly Rowland,Commander,spotify:track:31zeLcKH2x3UCMHT75Gk5C,N,0
Swedish House Mafia,One (Your Name) - Radio Edit,spotify:track:41KPpw0EZCytxNkmEMJVgr,N,3
Chris Brown,Deuces (feat. Tyga & Kevin McCall),spotify:track:6wN4nT2qy3MQc098yL3Eu9,N,4
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),spotify:track:4356Typ82hUiFAynbLYbPn,N,2
Iyaz,Replay,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,N,2
Flo Rida,Club Can't Handle Me (feat. David Guetta),spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,N,4
Sean Kingston,Eenie Meenie,spotify:track:45O0tUN9Bh6LH4eNxQ07AT,N,4
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),spotify:track:03tqyYWC9Um2ZqU0ZN849H,N,4
Tinie Tempah,Written in the Stars (feat. Eric Turner),spotify:track:61HQWI1Woxup7CnGwVUsdI,N,2
Bruno Mars,Talking to the Moon,spotify:track:161DnLWsx1i3u1JT05lzqU,N,5
Miley Cyrus,Can't Be Tamed,spotify:track:2r6DdaSbkbwoPzuK6NjLPn,N,2
Mike Posner,Cooler Than Me - Single Mix,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,N,0
Lady Gaga,Telephone,spotify:track:7rl7ao5pb9BhvAzPdWStxi,N,2
